week_start_date,site_id,permanent_headcount,part_time_headcount,agency_headcount,turnover_events,absence_rate_pct,vacancy_count,training_hours
2024-02-12,15,51,11,5,0,4.28,1,31
2024-02-19,15,48,10,4,0,5.59,2,32
2024-02-26,15,52,11,5,1,5.94,2,16
2024-03-04,15,50,15,5,0,3.75,1,29
2024-03-11,15,48,16,5,0,1.82,1,25
2024-03-18,15,50,14,3,0,5.19,1,28
2024-03-25,15,48,15,2,0,4.09,1,18
2024-04-01,15,53,16,3,0,2.89,1,23
2024-04-08,15,49,14,2,0,3.84,2,29
2024-04-15,15,50,12,4,0,2.52,1,31
2024-04-22,15,52,11,4,0,3.7,1,40
2024-04-29,15,47,10,3,0,1.74,1,24
2024-05-06,15,49,15,5,0,4.88,1,33
2024-05-13,15,51,13,4,0,4.14,1,32
2024-05-20,15,50,15,5,0,4.68,1,18
2024-05-27,15,54,14,3,1,2.7,1,27
2024-06-03,15,50,11,2,0,3.45,2,29
2024-06-10,15,51,11,2,0,2.72,2,35
2024-06-17,15,46,9,4,0,2.01,1,26
2024-06-24,15,52,11,3,1,4.03,2,20
2024-07-01,15,46,9,3,0,2.93,1,22
2024-07-08,15,52,13,3,0,3.92,2,40
2024-07-15,15,50,11,3,0,2.04,2,36
2024-07-22,15,47,13,4,0,3.18,2,35
2024-07-29,15,52,16,3,0,2.21,1,26
2024-08-05,15,47,14,5,0,3.31,2,20
2024-08-12,15,45,9,3,0,4.57,1,19
2024-08-19,15,49,12,5,0,4.34,1,34
2024-08-26,15,50,14,2,0,3.2,1,18
2024-09-02,15,49,16,3,0,3.5,2,22
2024-09-09,15,47,15,2,0,2.08,2,25
2024-09-16,15,49,12,5,0,2.93,2,32
2024-09-23,15,48,9,4,0,3.33,1,19
2024-09-30,15,52,13,4,0,3.4,1,39
2024-10-07,15,49,14,3,0,3.0,1,17
2024-10-14,15,51,11,5,0,3.46,1,24
2024-10-21,15,50,10,3,0,2.63,1,27
2024-10-28,15,50,16,3,0,3.99,2,29
2024-11-04,15,50,17,3,0,3.08,2,29
2024-11-11,15,49,10,3,0,3.83,2,33
2024-11-18,15,49,10,3,0,3.33,1,31
2024-11-25,15,49,10,3,0,2.51,1,27
2024-12-02,15,49,9,4,0,5.88,1,26
2024-12-09,15,49,10,4,0,5.46,1,15
2024-12-16,15,48,14,5,1,4.51,2,33
2024-12-23,15,50,11,4,1,6.13,2,23
2024-12-30,15,48,9,2,0,4.74,2,36
2025-01-06,15,50,12,5,0,5.96,2,28
2025-01-13,15,50,16,3,0,5.67,2,19
2025-01-20,15,48,10,5,0,4.42,1,25
2025-01-27,15,51,10,5,0,4.64,1,16
2025-02-03,15,48,12,4,0,4.37,1,22
2025-02-10,15,48,15,3,0,3.68,1,23
2025-02-17,15,51,16,5,0,3.42,1,40
2025-02-24,15,51,12,5,1,3.74,2,20
2025-03-03,15,50,14,2,0,3.24,1,39
2025-03-10,15,48,14,4,0,2.64,1,19
2025-03-17,15,50,13,5,0,3.51,2,15
2025-03-24,15,48,13,2,0,2.71,1,35
2025-03-31,15,49,12,4,0,4.95,1,27
2025-04-07,15,51,11,5,0,3.59,1,24
2025-04-14,15,50,14,3,0,3.87,2,22
2025-04-21,15,49,16,4,0,1.93,2,25
2025-04-28,15,49,13,3,0,1.74,1,28
2025-05-05,15,51,16,4,0,4.23,1,17
2025-05-12,15,52,14,4,0,2.92,2,20
2025-05-19,15,49,10,2,0,3.06,1,29
2025-05-26,15,48,13,4,0,3.22,1,16
2025-06-02,15,52,13,2,0,2.96,1,16
2025-06-09,15,50,12,4,0,3.2,2,25
2025-06-16,15,51,16,3,0,2.63,2,36
2025-06-23,15,48,15,2,0,4.9,2,35
2025-06-30,15,50,11,4,0,4.53,2,21
2024-01-01,16,29,6,0,0,5.58,1,10
2024-01-08,16,36,10,0,0,5.37,1,20
2024-01-15,16,33,7,0,0,4.69,1,23
2024-01-22,16,33,8,0,1,4.64,1,19
2024-01-29,16,31,10,0,0,5.76,1,19
2024-02-05,16,33,9,0,0,6.48,1,16
2024-02-12,16,34,9,0,0,6.3,1,21
2024-02-19,16,34,9,1,0,5.71,1,24
2024-02-26,16,33,10,0,0,6.26,1,15
2024-03-04,16,31,10,0,0,4.6,1,18
2024-03-11,16,30,6,0,0,4.86,1,16
2024-03-18,16,34,6,0,0,4.81,1,12
2024-03-25,16,36,9,1,0,4.76,1,23
2024-04-01,16,31,10,0,0,3.78,1,9
2024-04-08,16,28,7,0,0,3.49,1,13
2024-04-15,16,34,10,0,0,3.65,1,15
2024-04-22,16,30,8,0,0,4.9,1,14
2024-04-29,16,28,7,0,0,3.67,1,16
2024-05-06,16,34,9,1,0,3.26,1,18
2024-05-13,16,33,7,0,0,4.99,1,15
2024-05-20,16,35,10,0,0,3.78,1,26
2024-05-27,16,34,6,0,0,4.12,1,19
2024-06-03,16,35,10,0,0,3.8,1,15
2024-06-10,16,32,7,0,0,4.89,1,16
2024-06-17,16,33,9,0,0,4.88,1,16
2024-06-24,16,30,8,0,0,3.24,1,20
2024-07-01,16,35,8,0,1,4.23,1,10
2024-07-08,16,28,6,0,0,3.31,0,19
2024-07-15,16,28,9,0,1,2.76,0,10
2024-07-22,16,30,9,0,2,4.16,1,13
2024-07-29,16,36,8,1,0,2.61,1,18
2024-08-05,16,32,9,0,0,3.18,1,17
2024-08-12,16,35,12,0,0,3.12,1,16
2024-08-19,16,32,10,1,0,3.99,1,16
2024-08-26,16,32,6,0,0,2.62,1,22
2024-09-02,16,34,8,1,1,4.82,1,25
2024-09-09,16,32,9,0,0,4.07,1,22
2024-09-16,16,37,8,0,0,3.31,1,14
2024-09-23,16,32,9,0,0,3.3,1,16
2024-09-30,16,33,8,1,0,4.26,1,18
2024-10-07,16,32,9,1,0,4.63,1,25
2024-10-14,16,35,9,0,0,4.41,1,17
2024-10-21,16,33,6,0,1,4.23,1,20
2024-10-28,16,31,9,1,0,4.47,1,18
2024-11-04,16,36,11,0,0,3.06,1,24
2024-11-11,16,39,13,1,0,4.57,1,27
2024-11-18,16,31,6,0,0,3.29,1,19
2024-11-25,16,33,6,0,0,4.92,1,10
2024-12-02,16,27,7,0,0,4.56,1,21
2024-12-09,16,32,7,0,0,4.64,1,13
2024-12-16,16,32,9,0,0,5.96,1,14
2024-12-23,16,33,8,0,0,5.37,1,15
2024-12-30,16,28,9,0,0,4.51,0,22
2025-01-06,16,32,7,0,0,5.84,1,9
2025-01-13,16,34,8,1,0,5.77,1,24
2025-01-20,16,29,6,0,0,5.47,1,11
2025-01-27,16,36,12,0,0,5.89,1,25
2025-02-03,16,33,10,0,0,5.87,1,22
2025-02-10,16,31,6,0,0,6.07,1,20
2025-02-17,16,31,9,0,0,5.21,1,14
2025-02-24,16,33,9,0,0,6.41,1,15
2025-03-03,16,33,9,1,1,3.16,1,10
2025-03-10,16,30,6,0,0,4.24,1,10
2025-03-17,16,35,12,0,0,3.88,1,14
2025-03-24,16,31,10,0,0,4.28,1,16
2025-03-31,16,33,7,0,0,3.85,1,22
2025-04-07,16,33,7,0,0,4.97,1,22
2025-04-14,16,32,10,0,0,4.64,1,12
2025-04-21,16,30,7,0,0,4.85,0,22
2025-04-28,16,30,6,0,0,3.79,0,22
2025-05-05,16,31,8,1,1,3.71,1,11
2025-05-12,16,34,9,0,0,3.77,1,16
2025-05-19,16,34,9,0,0,3.63,1,16
2025-05-26,16,31,7,0,0,3.98,1,24
2025-06-02,16,31,8,0,0,3.11,1,22
2025-06-09,16,33,7,0,0,3.81,1,11
2025-06-16,16,34,11,0,1,4.17,1,24
2025-06-23,16,35,9,0,0,4.95,1,26
2025-06-30,16,31,9,1,0,3.99,1,14
2024-01-01,17,76,24,6,0,7.11,5,38
2024-01-08,17,75,23,9,0,9.89,9,27
2024-01-15,17,72,17,11,0,7.1,6,52
2024-01-22,17,73,19,12,1,11.08,5,39
2024-01-29,17,75,19,13,0,10.2,4,37
2024-02-05,17,72,18,6,2,8.22,8,30
2024-02-12,17,78,25,8,1,8.32,5,60
2024-02-19,17,80,26,11,0,8.06,7,35
2024-02-26,17,77,17,10,1,6.88,6,52
2024-03-04,17,76,24,7,0,5.23,9,23
2024-03-11,17,75,24,10,0,7.39,7,58
2024-03-18,17,77,16,9,0,7.53,9,59
2024-03-25,17,76,20,12,1,8.75,5,30
2024-04-01,17,71,23,7,0,6.64,4,36
2024-04-08,17,73,18,11,1,7.21,7,55
2024-04-15,17,75,23,7,1,8.46,6,27
2024-04-22,17,72,17,12,1,7.8,4,25
2024-04-29,17,74,15,9,1,8.51,7,51
2024-05-06,17,72,23,10,1,7.06,5,38
2024-05-13,17,73,16,7,0,6.87,5,22
2024-05-20,17,73,23,7,0,6.75,7,30
2024-05-27,17,74,16,6,0,6.35,4,55
2024-06-03,17,75,22,9,1,6.67,6,36
2024-06-10,17,75,19,9,1,8.2,4,54
2024-06-17,17,73,16,8,0,6.75,4,43
2024-06-24,17,74,22,8,1,7.82,5,43
2024-07-01,17,75,20,11,1,5.01,6,48
2024-07-08,17,76,26,12,0,9.62,9,27
2024-07-15,17,73,22,10,0,7.72,5,37
2024-07-22,17,77,26,13,1,4.7,6,32
2024-07-29,17,74,16,9,0,7.88,7,58
2024-08-05,17,72,18,10,1,5.82,5,32
2024-08-12,17,74,19,12,0,5.48,8,51
2024-08-19,17,72,24,11,1,6.1,5,51
2024-08-26,17,72,20,12,1,8.14,4,54
2024-09-02,17,75,19,12,0,6.59,5,50
2024-09-09,17,72,23,8,0,6.16,6,54
2024-09-16,17,74,17,9,1,8.5,5,28
2024-09-23,17,72,22,10,0,7.54,6,31
2024-09-30,17,73,25,6,0,7.14,5,45
2024-10-07,17,72,21,10,3,7.52,9,40
2024-10-14,17,73,21,5,0,9.58,8,22
2024-10-21,17,67,17,10,0,6.42,4,26
2024-10-28,17,76,23,13,1,7.52,6,50
2024-11-04,17,72,21,9,0,9.56,9,52
2024-11-11,17,76,16,8,0,5.07,6,27
2024-11-18,17,72,16,12,1,6.68,5,35
2024-11-25,17,75,16,6,0,6.16,8,57
2024-12-02,17,76,26,11,2,11.46,9,36
2024-12-09,17,73,14,7,0,8.54,4,48
2024-12-16,17,72,24,7,1,10.28,4,40
2024-12-23,17,74,17,10,0,10.06,5,48
2024-12-30,17,73,20,9,0,10.1,9,43
2025-01-06,17,76,16,8,0,8.64,5,22
2025-01-13,17,71,22,9,0,9.08,6,45
2025-01-20,17,76,25,11,0,10.55,6,48
2025-01-27,17,74,16,12,1,7.48,4,46
2025-02-03,17,71,16,10,0,8.83,8,32
2025-02-10,17,76,25,12,0,8.78,6,44
2025-02-17,17,70,16,10,0,9.86,5,40
2025-02-24,17,75,20,8,0,9.0,9,22
2025-03-03,17,78,24,11,1,6.94,8,39
2025-03-10,17,74,24,12,1,6.49,5,55
2025-03-17,17,74,19,9,0,6.01,7,56
2025-03-24,17,77,16,6,0,10.01,5,49
2025-03-31,17,74,23,6,0,7.45,9,31
2025-04-07,17,70,21,5,0,5.52,7,34
2025-04-14,17,74,17,10,0,4.93,9,23
2025-04-21,17,73,19,6,0,7.42,5,28
2025-04-28,17,74,23,8,0,9.13,6,38
2025-05-05,17,75,15,13,0,8.76,6,23
2025-05-12,17,74,19,10,2,6.9,8,53
2025-05-19,17,74,24,7,0,8.57,7,51
2025-05-26,17,72,16,9,0,6.95,6,40
2025-06-02,17,76,16,12,1,6.19,7,43
2025-06-09,17,73,18,6,0,7.39,5,25
2025-06-16,17,77,16,9,1,7.34,5,39
2025-06-23,17,75,22,10,0,5.8,6,24
2025-06-30,17,74,21,10,0,6.74,5,43
2024-01-01,18,56,14,0,0,5.7,2,22
2024-01-08,18,54,14,1,0,5.87,2,32
2024-01-15,18,53,18,1,0,4.63,2,35
2024-01-22,18,53,14,1,0,5.77,2,17
2024-01-29,18,57,19,0,0,5.55,2,26
2024-02-05,18,56,13,0,0,5.38,2,41
2024-02-12,18,55,16,1,0,4.51,1,30
2024-02-19,18,55,13,0,0,5.31,1,16
2024-02-26,18,55,11,0,0,5.8,2,36
2024-03-04,18,50,10,1,0,4.72,2,22
2024-03-11,18,55,18,2,0,4.54,2,38
2024-03-18,18,52,14,1,2,3.1,2,41
2024-03-25,18,57,12,2,0,4.31,2,21
2024-04-01,18,52,16,0,0,4.24,1,20
2024-04-08,18,51,11,1,0,4.28,1,26
2024-04-15,18,54,16,0,0,3.66,1,30
2024-04-22,18,60,18,0,0,4.3,2,46
2024-04-29,18,56,14,0,2,4.03,1,39
2024-05-06,18,54,17,1,0,4.26,1,25
2024-05-13,18,54,13,1,1,4.11,2,28
2024-05-20,18,56,19,1,0,4.73,1,29
2024-05-27,18,57,14,1,1,3.5,2,26
2024-06-03,18,56,15,1,0,3.74,1,29
2024-06-10,18,54,16,1,0,4.37,2,19
2024-06-17,18,57,15,1,0,3.21,2,22
2024-06-24,18,54,14,0,1,4.67,2,38
2024-07-01,18,54,16,1,0,3.93,2,21
2024-07-08,18,56,15,2,0,4.14,2,22
2024-07-15,18,56,12,1,0,3.79,2,35
2024-07-22,18,57,17,1,1,2.85,2,30
2024-07-29,18,52,13,1,0,2.84,1,41
2024-08-05,18,52,11,2,0,3.94,2,16
2024-08-12,18,55,17,1,0,3.65,2,29
2024-08-19,18,53,14,0,0,4.19,2,23
2024-08-26,18,54,11,0,0,3.42,1,34
2024-09-02,18,52,10,1,1,3.81,2,31
2024-09-09,18,54,11,0,0,3.16,2,22
2024-09-16,18,55,11,1,0,3.04,2,25
2024-09-23,18,58,12,0,0,4.55,1,26
2024-09-30,18,53,12,1,1,3.82,2,21
2024-10-07,18,53,16,0,0,3.4,2,20
2024-10-14,18,54,12,0,0,4.55,2,16
2024-10-21,18,55,11,0,1,3.66,2,29
2024-10-28,18,56,12,1,1,3.44,1,31
2024-11-04,18,51,17,1,0,4.44,1,33
2024-11-11,18,54,12,1,2,4.53,2,28
2024-11-18,18,54,11,1,0,4.96,2,17
2024-11-25,18,55,14,0,0,4.53,2,36
2024-12-02,18,57,15,1,0,6.05,2,36
2024-12-09,18,57,18,0,0,6.18,2,35
2024-12-16,18,55,14,0,0,4.77,2,22
2024-12-23,18,54,13,0,0,6.19,2,41
2024-12-30,18,52,11,1,0,4.74,2,17
2025-01-06,18,54,16,0,0,5.94,1,23
2025-01-13,18,57,14,2,1,6.26,1,40
2025-01-20,18,53,16,1,0,6.0,2,38
2025-01-27,18,52,11,0,0,4.75,2,22
2025-02-03,18,53,16,0,0,5.08,2,30
2025-02-10,18,51,12,0,0,6.49,1,25
2025-02-17,18,53,14,1,0,4.99,2,27
2025-02-24,18,55,14,0,1,5.86,1,31
2025-03-03,18,52,16,1,0,4.68,2,19
2025-03-10,18,54,18,0,1,3.12,1,29
2025-03-17,18,54,16,1,0,4.44,1,37
2025-03-24,18,54,17,1,0,3.65,2,23
2025-03-31,18,53,12,1,0,3.4,2,29
2025-04-07,18,54,13,0,0,4.16,1,34
2025-04-14,18,51,13,1,0,4.06,2,30
2025-04-21,18,54,12,0,0,4.81,2,33
2025-04-28,18,56,15,1,1,3.51,2,27
2025-05-05,18,55,17,1,0,4.52,2,18
2025-05-12,18,54,12,0,0,3.66,1,19
2025-05-19,18,53,17,0,0,3.61,1,28
2025-05-26,18,58,19,1,0,3.0,2,31
2025-06-02,18,57,17,2,0,3.68,1,27
2025-06-09,18,53,11,1,0,3.37,2,33
2025-06-16,18,55,18,0,0,3.84,2,36
2025-06-23,18,55,18,1,0,4.68,2,24
2025-06-30,18,53,11,0,0,3.52,2,23
2024-01-01,19,100,30,6,1,5.62,4,54
2024-01-08,19,97,29,9,0,5.03,3,54
2024-01-15,19,102,33,9,0,5.13,4,70
2024-01-22,19,98,23,10,0,3.96,3,63
2024-01-29,19,101,24,5,0,4.83,4,61
2024-02-05,19,97,28,5,0,5.57,3,60
2024-02-12,19,99,25,10,1,3.96,4,36
2024-02-19,19,104,29,10,0,5.43,3,63
2024-02-26,19,99,28,7,0,5.32,3,36
2024-03-04,19,103,30,8,1,2.91,4,73
2024-03-11,19,99,23,5,0,2.89,3,70
2024-03-18,19,99,20,11,1,3.74,4,50
2024-03-25,19,103,28,5,1,2.13,3,56
2024-04-01,19,100,30,6,1,2.77,4,44
2024-04-08,19,101,33,8,0,4.21,4,50
2024-04-15,19,98,20,7,1,3.3,4,54
2024-04-22,19,99,21,9,0,3.87,4,36
2024-04-29,19,98,31,7,1,4.79,4,49
2024-05-06,19,102,28,8,0,3.97,4,43
2024-05-13,19,100,34,10,0,2.41,3,41
2024-05-20,19,98,30,11,1,4.3,3,43
2024-05-27,19,101,20,7,0,3.15,3,51
2024-06-03,19,100,23,11,0,2.28,3,60
2024-06-10,19,102,29,5,0,1.85,4,44
2024-06-17,19,102,21,9,2,3.2,4,75
2024-06-24,19,99,29,5,0,3.08,4,41
2024-07-01,19,97,23,10,1,3.62,4,33
2024-07-08,19,103,28,8,0,2.73,4,34
2024-07-15,19,100,26,7,0,3.21,4,41
2024-07-22,19,99,20,8,1,2.66,4,71
2024-07-29,19,100,21,6,2,3.29,3,44
2024-08-05,19,102,33,9,0,3.15,4,50
2024-08-12,19,102,24,9,0,1.47,4,53
2024-08-19,19,95,32,10,1,3.62,3,71
2024-08-26,19,100,20,5,0,3.6,4,33
2024-09-02,19,101,32,5,0,3.52,4,61
2024-09-09,19,99,33,10,1,4.2,3,51
2024-09-16,19,101,21,9,0,3.02,3,40
2024-09-23,19,100,26,10,0,3.27,4,44
2024-09-30,19,99,29,8,3,3.78,3,73
2024-10-07,19,101,30,5,0,1.72,3,77
2024-10-14,19,102,33,9,0,3.61,4,55
2024-10-21,19,98,21,5,0,2.4,4,58
2024-10-28,19,98,21,9,1,3.38,4,61
2024-11-04,19,101,32,9,0,3.84,4,67
2024-11-11,19,99,26,11,1,3.63,4,48
2024-11-18,19,102,28,7,1,3.67,3,79
2024-11-25,19,100,32,8,1,2.95,4,69
2024-12-02,19,100,30,7,0,3.19,4,37
2024-12-09,19,98,21,6,0,3.75,4,65
2024-12-16,19,102,30,11,0,5.98,4,65
2024-12-23,19,98,22,6,0,5.38,4,38
2024-12-30,19,102,23,6,0,4.28,4,44
2025-01-06,19,101,32,8,1,6.18,4,55
2025-01-13,19,101,25,7,0,4.41,4,73
2025-01-20,19,102,21,6,0,4.21,4,71
2025-01-27,19,102,28,5,0,5.84,3,64
2025-02-03,19,99,33,9,0,5.55,3,77
2025-02-10,19,100,29,6,0,4.44,3,72
2025-02-17,19,103,21,7,0,4.67,4,52
2025-02-24,19,97,28,8,0,5.46,3,57
2025-03-03,19,101,34,5,0,2.51,4,61
2025-03-10,19,98,23,10,0,2.32,3,59
2025-03-17,19,104,24,8,0,2.26,3,64
2025-03-24,19,96,33,6,0,2.79,3,63
2025-03-31,19,102,23,7,0,3.95,3,56
2025-04-07,19,99,28,10,0,4.74,3,42
2025-04-14,19,104,31,6,0,2.94,4,69
2025-04-21,19,102,34,10,1,4.61,4,34
2025-04-28,19,100,33,8,0,3.57,3,61
2025-05-05,19,95,25,4,1,3.86,3,29
2025-05-12,19,100,24,6,1,2.11,3,56
2025-05-19,19,104,32,8,0,4.32,4,61
2025-05-26,19,101,30,8,0,3.64,3,31
2025-06-02,19,102,20,5,0,3.96,3,54
2025-06-09,19,99,32,9,0,2.79,3,58
2025-06-16,19,101,26,6,0,2.36,4,68
2025-06-23,19,101,24,7,1,3.85,4,64
2025-06-30,19,102,31,11,0,3.22,4,60
2024-01-01,20,54,12,5,0,9.8,4,16
2024-01-08,20,53,18,8,0,9.25,3,35
2024-01-15,20,55,12,4,1,9.29,5,41
2024-01-22,20,60,19,7,2,10.9,5,30
2024-01-29,20,59,17,9,0,9.95,7,33
2024-02-05,20,59,12,8,1,10.86,3,40
2024-02-12,20,54,18,6,1,6.69,6,24
2024-02-19,20,55,12,5,1,8.8,5,36
2024-02-26,20,55,11,6,0,9.81,4,24
2024-03-04,20,57,13,6,1,9.94,5,31
2024-03-11,20,55,13,9,0,5.04,6,34
2024-03-18,20,57,18,5,0,9.65,5,20
2024-03-25,20,55,16,6,0,6.89,5,16
2024-04-01,20,57,14,4,0,8.47,4,27
2024-04-08,20,57,13,5,1,8.63,3,29
2024-04-15,20,56,13,8,0,6.85,4,28
2024-04-22,20,56,17,10,0,5.93,4,43
2024-04-29,20,56,13,6,0,6.92,6,21
2024-05-06,20,57,17,5,0,6.84,5,21
2024-05-13,20,56,15,6,1,6.55,4,19
2024-05-20,20,59,14,8,0,9.05,4,40
2024-05-27,20,54,11,5,1,9.55,3,26
2024-06-03,20,55,19,9,0,7.09,4,34
2024-06-10,20,57,16,8,1,6.14,5,24
2024-06-17,20,56,16,7,0,8.05,3,39
2024-06-24,20,54,12,8,0,8.34,4,16
2024-07-01,20,58,14,7,2,5.89,4,45
2024-07-08,20,55,14,7,1,8.81,4,36
2024-07-15,20,57,17,8,1,7.51,5,22
2024-07-22,20,56,15,5,1,6.06,3,38
2024-07-29,20,56,14,8,0,7.82,7,42
2024-08-05,20,57,18,6,0,6.89,4,35
2024-08-12,20,57,13,8,1,7.37,4,40
2024-08-19,20,56,16,7,1,4.7,4,35
2024-08-26,20,57,14,9,0,5.86,5,23
2024-09-02,20,55,18,6,0,6.4,3,23
2024-09-09,20,54,17,5,0,9.81,6,32
2024-09-16,20,56,18,5,1,8.54,6,41
2024-09-23,20,52,11,7,1,7.41,4,32
2024-09-30,20,55,18,8,1,6.57,4,41
2024-10-07,20,55,15,5,0,7.16,3,23
2024-10-14,20,55,17,8,2,8.47,5,29
2024-10-21,20,58,19,7,0,7.75,5,43
2024-10-28,20,53,12,8,0,5.55,3,31
2024-11-04,20,54,13,7,0,9.99,4,26
2024-11-11,20,58,14,9,0,5.88,4,41
2024-11-18,20,58,16,6,0,8.06,6,29
2024-11-25,20,56,14,9,0,6.55,5,40
2024-12-02,20,56,18,8,0,10.35,4,34
2024-12-09,20,58,17,6,1,7.99,5,37
2024-12-16,20,56,14,7,0,8.95,4,19
2024-12-23,20,53,11,4,1,7.47,4,29
2024-12-30,20,58,12,9,0,8.73,4,44
2025-01-06,20,55,14,6,0,9.2,4,37
2025-01-13,20,53,15,8,1,7.28,3,30
2025-01-20,20,61,12,10,0,7.68,5,38
2025-01-27,20,54,12,6,1,8.11,4,36
2025-02-03,20,56,12,7,1,11.05,5,38
2025-02-10,20,57,13,4,0,7.47,5,36
2025-02-17,20,56,17,5,0,8.33,4,25
2025-02-24,20,56,15,8,0,11.45,6,38
2025-03-03,20,53,15,6,0,9.32,3,30
2025-03-10,20,54,13,8,0,8.53,5,24
2025-03-17,20,55,12,9,0,7.92,4,29
2025-03-24,20,58,13,8,0,8.27,6,27
2025-03-31,20,58,17,7,0,6.02,3,36
2025-04-07,20,60,20,7,1,6.63,5,39
2025-04-14,20,56,17,8,0,6.2,3,31
2025-04-21,20,56,15,8,0,5.22,6,44
2025-04-28,20,58,16,8,1,6.02,5,35
2025-05-05,20,58,11,6,0,5.83,6,30
2025-05-12,20,57,15,8,0,7.89,3,22
2025-05-19,20,55,18,8,0,7.47,3,27
2025-05-26,20,58,19,6,0,8.8,6,38
2025-06-02,20,57,19,8,0,7.48,5,27
2025-06-09,20,54,15,7,0,7.9,4,24
2025-06-16,20,55,19,8,0,7.61,3,25
2025-06-23,20,56,17,5,0,4.8,4,31
2025-06-30,20,55,14,8,2,7.53,6,31
2024-01-01,21,62,17,2,0,4.69,2,43
2024-01-08,21,60,16,1,1,6.34,2,41
2024-01-15,21,60,13,0,0,4.68,2,45
2024-01-22,21,64,15,2,1,5.99,2,20
2024-01-29,21,61,19,0,1,5.26,2,21
2024-02-05,21,61,18,2,0,4.76,2,38
2024-02-12,21,62,15,0,0,6.36,2,18
2024-02-19,21,62,18,2,0,4.83,2,44
2024-02-26,21,61,12,0,0,5.05,2,42
2024-03-04,21,61,14,1,0,3.04,2,37
2024-03-11,21,63,17,0,0,3.97,2,47
2024-03-18,21,58,11,1,1,3.57,2,19
2024-03-25,21,61,15,0,0,4.06,2,31
2024-04-01,21,63,17,1,0,3.64,2,46
2024-04-08,21,63,17,1,0,4.98,2,23
2024-04-15,21,61,16,0,0,3.76,2,26
2024-04-22,21,62,14,0,0,3.23,2,25
2024-04-29,21,63,14,1,0,4.63,2,24
2024-05-06,21,62,20,2,2,3.19,2,31
2024-05-13,21,60,16,0,0,3.24,2,20
2024-05-20,21,63,18,0,1,4.74,3,47
2024-05-27,21,62,16,1,0,4.66,2,31
2024-06-03,21,63,13,1,0,4.37,2,41
2024-06-10,21,60,12,0,0,4.44,2,21
2024-06-17,21,65,16,2,0,4.89,2,22
2024-06-24,21,60,13,0,0,3.01,1,44
2024-07-01,21,60,18,0,0,3.42,2,38
2024-07-08,21,62,21,1,0,2.95,2,19
2024-07-15,21,60,20,1,0,4.22,2,22
2024-07-22,21,65,19,1,0,3.45,2,46
2024-07-29,21,61,19,1,1,4.4,2,42
2024-08-05,21,58,19,0,1,4.31,2,36
2024-08-12,21,56,13,1,0,3.06,2,38
2024-08-19,21,62,17,2,0,3.99,2,21
2024-08-26,21,66,16,0,0,3.76,2,45
2024-09-02,21,61,17,0,0,4.45,2,40
2024-09-09,21,64,20,2,0,3.93,2,28
2024-09-16,21,62,16,1,0,4.12,2,35
2024-09-23,21,66,17,0,1,3.09,2,50
2024-09-30,21,61,16,1,0,4.76,2,25
2024-10-07,21,67,16,2,0,3.77,2,35
2024-10-14,21,60,19,0,1,3.49,2,29
2024-10-21,21,63,18,0,0,4.42,2,22
2024-10-28,21,60,14,0,0,4.1,2,32
2024-11-04,21,61,17,0,0,3.42,2,20
2024-11-11,21,64,17,1,0,4.68,2,26
2024-11-18,21,65,13,0,1,4.67,2,25
2024-11-25,21,61,20,0,0,4.06,2,21
2024-12-02,21,65,18,2,0,6.05,2,30
2024-12-09,21,60,13,1,0,5.74,2,25
2024-12-16,21,61,13,0,0,6.0,2,43
2024-12-23,21,62,13,0,1,5.6,2,40
2024-12-30,21,64,21,0,0,6.34,2,25
2025-01-06,21,63,21,0,0,5.61,2,27
2025-01-13,21,62,13,2,0,5.08,2,28
2025-01-20,21,63,20,2,1,5.02,2,50
2025-01-27,21,61,20,1,0,5.77,2,37
2025-02-03,21,63,20,1,0,4.97,2,30
2025-02-10,21,64,13,0,0,5.85,2,25
2025-02-17,21,63,14,2,1,6.21,2,19
2025-02-24,21,62,21,1,1,4.76,2,34
2025-03-03,21,61,19,1,0,3.65,2,29
2025-03-10,21,62,20,0,2,4.92,2,40
2025-03-17,21,64,21,2,0,4.77,2,24
2025-03-24,21,61,17,0,0,4.86,1,32
2025-03-31,21,63,16,0,0,3.3,2,21
2025-04-07,21,63,13,0,1,3.09,2,31
2025-04-14,21,66,21,2,0,3.8,3,34
2025-04-21,21,66,21,1,1,3.78,2,22
2025-04-28,21,63,15,2,0,4.93,2,36
2025-05-05,21,64,18,0,1,4.75,2,29
2025-05-12,21,65,21,0,0,3.32,2,44
2025-05-19,21,62,13,1,0,3.64,2,43
2025-05-26,21,60,15,1,0,4.11,2,19
2025-06-02,21,60,20,1,0,3.38,2,22
2025-06-09,21,59,16,1,0,3.12,2,36
2025-06-16,21,60,19,1,0,4.45,2,38
2025-06-23,21,64,16,0,0,4.8,2,44
2025-06-30,21,59,13,2,0,4.19,2,46
2024-01-01,22,38,8,2,0,4.34,1,23
2024-01-08,22,32,10,2,0,4.91,1,20
2024-01-15,22,33,6,3,0,5.5,1,19
2024-01-22,22,32,10,3,0,5.5,1,18
2024-01-29,22,36,10,3,0,6.34,1,14
2024-02-05,22,34,8,3,0,4.8,1,14
2024-02-12,22,35,11,4,0,4.05,1,25
2024-02-19,22,32,8,2,0,3.43,1,18
2024-02-26,22,40,11,2,0,5.23,1,13
2024-03-04,22,36,12,4,0,4.06,1,20
