date,site_id,day_of_week,week_number,month,is_holiday_period,forecast_demand,actual_demand,transactions_or_jobs_completed,scheduled_hours,actual_hours_worked,overtime_hours,agency_hours,absence_hours,service_level_score,customer_wait_time_or_delay_index,labour_cost_gbp,agency_cost_gbp,overtime_cost_gbp
2025-03-27,15,3,13,3,0,260.8,256.0,981,16.0,15.6,0.0,0.0,0.4,0.893,4.8,1609.47,0.0,0.0
2025-03-28,15,4,13,3,0,301.7,287.2,1140,19.0,18.1,0.0,0.0,0.9,0.893,3.8,1983.66,0.0,0.0
2025-03-29,15,5,13,3,0,382.7,401.7,965,22.8,25.3,0.6,2.8,0.9,0.893,5.3,2713.04,435.06,90.05
2025-03-30,15,6,13,3,0,354.7,354.3,1424,23.1,22.6,0.0,0.0,0.5,0.879,3.4,2323.56,0.0,0.0
2025-03-31,15,0,14,3,1,282.2,289.3,1088,20.2,22.1,0.0,2.5,0.6,0.931,2.9,2428.4,435.1,0.0
2025-04-01,15,1,14,4,1,287.7,297.2,1252,18.4,17.5,0.0,0.0,0.9,0.799,4.9,1876.45,0.0,0.0
2025-04-02,15,2,14,4,1,281.4,274.6,1165,19.6,21.5,0.0,2.6,0.7,0.939,1.6,2219.41,424.4,0.0
2025-04-03,15,3,14,4,1,369.0,358.4,1182,22.9,21.8,0.0,0.0,1.1,0.781,7.6,2252.44,0.0,0.0
2025-04-04,15,4,14,4,1,339.9,326.4,1528,19.1,20.9,0.7,1.6,0.5,0.823,6.1,2263.15,268.11,103.21
2025-04-05,15,5,14,4,1,448.7,454.2,1845,27.5,28.4,0.0,2.2,1.3,0.827,5.7,2969.53,367.61,0.0
2025-04-06,15,6,14,4,1,390.6,401.9,1017,23.5,24.7,0.6,1.7,1.1,0.812,6.1,2529.99,249.92,90.89
2025-04-07,15,0,15,4,1,310.9,322.1,1002,19.8,21.4,0.0,2.5,0.9,0.932,3.0,2228.84,390.24,0.0
2025-04-08,15,1,15,4,1,299.8,296.1,1230,18.8,20.3,0.0,1.9,0.4,0.96,3.2,2032.93,304.32,0.0
2025-04-09,15,2,15,4,1,310.5,306.5,1151,19.1,18.5,0.0,0.0,0.6,0.799,4.1,1920.11,0.0,0.0
2025-04-10,15,3,15,4,1,315.9,315.1,1066,19.5,21.4,0.0,2.6,0.7,0.902,2.5,2243.91,396.69,0.0
2025-04-11,15,4,15,4,1,317.1,309.5,1223,18.2,18.3,0.5,0.0,0.4,0.75,5.8,1961.55,0.0,78.19
2025-04-12,15,5,15,4,1,463.0,455.5,1219,29.3,28.6,0.0,0.0,0.7,0.843,6.0,2982.07,0.0,0.0
2025-04-13,15,6,15,4,1,398.7,410.4,1226,23.1,22.5,0.5,0.0,1.1,0.712,5.7,2437.57,0.0,77.05
2025-04-14,15,0,16,4,1,281.1,269.9,725,18.8,18.0,0.0,0.0,0.8,0.923,3.5,1870.98,0.0,0.0
2025-04-15,15,1,16,4,0,248.3,256.7,1011,17.6,16.8,0.0,0.0,0.8,0.928,3.4,1724.99,0.0,0.0
2025-04-16,15,2,16,4,0,228.1,236.9,714,16.6,16.2,0.0,0.0,0.4,0.903,2.7,1771.63,0.0,0.0
2025-04-17,15,3,16,4,0,282.5,276.2,1042,17.1,16.3,0.0,0.0,0.8,0.869,5.0,1651.33,0.0,0.0
2025-04-18,15,4,16,4,0,301.6,294.3,925,18.2,20.4,0.0,2.7,0.5,0.925,3.5,2198.2,412.2,0.0
2025-04-19,15,5,16,4,0,391.5,374.4,1360,24.0,25.4,0.0,2.0,0.6,0.935,3.2,2670.21,310.08,0.0
2025-04-20,15,6,16,4,0,360.9,348.8,1290,21.3,23.3,0.0,2.7,0.7,0.939,3.5,2561.91,457.72,0.0
2025-04-21,15,0,17,4,0,235.1,231.4,681,16.0,16.7,0.0,1.5,0.8,0.925,2.6,1673.45,223.34,0.0
2025-04-22,15,1,17,4,0,243.2,248.6,1013,17.2,16.8,0.0,0.0,0.4,0.941,3.1,1760.85,0.0,0.0
2025-04-23,15,2,17,4,0,236.6,225.7,1013,14.4,13.7,0.0,0.0,0.7,0.896,3.5,1381.06,0.0,0.0
2025-04-24,15,3,17,4,0,245.7,250.8,883,16.3,15.5,0.0,0.0,0.8,0.895,3.8,1604.08,0.0,0.0
2025-04-25,15,4,17,4,0,319.9,304.4,1138,17.9,17.3,0.0,0.0,0.6,0.772,6.1,1781.81,0.0,0.0
2025-04-26,15,5,17,4,0,342.6,330.5,1321,20.4,19.7,0.0,0.0,0.7,0.813,5.2,2113.06,0.0,0.0
2025-04-27,15,6,17,4,0,346.9,345.7,1402,21.5,20.7,0.0,0.0,0.8,0.843,3.6,2133.97,0.0,0.0
2025-04-28,15,0,18,4,0,223.3,223.1,848,14.6,15.2,0.0,1.0,0.4,0.953,1.2,1620.18,158.67,0.0
2025-04-29,15,1,18,4,0,215.7,205.0,687,14.5,14.1,0.0,0.0,0.4,0.902,4.2,1534.03,0.0,0.0
2025-04-30,15,2,18,4,0,240.4,232.2,856,14.5,16.0,0.0,2.0,0.5,0.946,3.7,1732.75,336.38,0.0
2025-05-01,15,3,18,5,0,265.3,266.9,690,18.6,19.7,0.0,2.0,0.9,0.967,1.0,2090.46,326.5,0.0
2025-05-02,15,4,18,5,0,285.8,286.4,918,19.0,19.8,0.0,1.5,0.7,0.917,2.9,2031.96,223.92,0.0
2025-05-03,15,5,18,5,0,383.4,375.1,1598,22.7,24.3,0.0,2.6,1.0,0.942,2.9,2577.23,422.57,0.0
2025-05-04,15,6,18,5,0,364.3,371.6,1222,20.7,22.9,0.6,2.4,0.8,0.8,5.4,2436.19,390.53,94.26
2025-05-05,15,0,19,5,0,232.3,227.0,622,15.8,16.4,0.0,1.4,0.8,0.936,2.7,1761.9,229.25,0.0
2025-05-06,15,1,19,5,0,219.6,224.6,741,14.1,13.6,0.0,0.0,0.5,0.869,4.4,1360.06,0.0,0.0
2025-05-07,15,2,19,5,0,232.3,225.0,691,14.4,15.6,0.0,1.9,0.7,0.903,2.1,1606.13,274.9,0.0
2025-05-08,15,3,19,5,0,265.5,278.5,978,18.8,18.4,0.0,0.0,0.4,0.943,3.4,1936.06,0.0,0.0
2025-05-09,15,4,19,5,0,269.1,258.9,1097,15.8,15.2,0.0,0.0,0.6,0.838,4.8,1531.51,0.0,0.0
2025-05-10,15,5,19,5,0,328.7,333.8,1010,17.8,20.6,1.2,2.1,0.5,0.775,6.7,2061.7,294.92,164.73
2025-05-11,15,6,19,5,0,308.5,307.4,1056,20.8,20.3,0.0,0.0,0.5,0.951,2.5,2224.19,0.0,0.0
2025-05-12,15,0,20,5,0,251.1,250.7,863,16.4,16.9,0.0,1.3,0.8,0.926,1.7,1752.22,197.86,0.0
2025-05-13,15,1,20,5,0,234.2,232.0,955,16.0,15.2,0.0,0.0,0.8,0.953,3.6,1632.98,0.0,0.0
2025-05-14,15,2,20,5,0,267.8,274.4,1026,19.3,18.8,0.0,0.0,0.5,0.901,3.9,2064.86,0.0,0.0
2025-05-15,15,3,20,5,0,264.7,276.5,667,18.7,17.9,0.0,0.0,0.8,0.957,2.3,1914.6,0.0,0.0
2025-05-16,15,4,20,5,0,292.9,295.5,1216,17.1,16.7,0.0,0.0,0.4,0.782,5.0,1763.35,0.0,0.0
2025-05-17,15,5,20,5,0,342.4,350.5,1445,21.6,23.0,0.0,2.1,0.7,0.901,4.2,2355.87,334.94,0.0
2025-05-18,15,6,20,5,0,349.1,351.5,1266,20.7,20.7,0.6,0.0,0.6,0.753,7.5,2098.82,0.0,88.72
2025-05-19,15,0,21,5,0,240.1,228.2,780,15.8,15.4,0.0,0.0,0.4,0.909,3.7,1689.5,0.0,0.0
2025-05-20,15,1,21,5,0,224.1,225.9,985,15.7,16.2,0.0,1.2,0.7,0.944,3.3,1694.66,194.88,0.0
2025-05-21,15,2,21,5,0,265.7,266.0,1191,17.7,19.3,0.0,2.1,0.5,0.968,1.3,1963.71,318.29,0.0
2025-05-22,15,3,21,5,0,273.5,268.7,911,16.5,16.1,0.0,0.0,0.4,0.899,4.6,1613.47,0.0,0.0
2025-05-23,15,4,21,5,0,284.6,273.2,846,18.2,19.5,0.0,1.7,0.4,0.959,3.5,2007.11,261.38,0.0
2025-05-24,15,5,21,5,0,379.3,363.2,1588,20.9,23.5,0.9,2.3,0.6,0.85,4.4,2384.05,366.85,130.7
2025-05-25,15,6,21,5,0,325.9,332.3,1113,18.9,20.5,0.3,2.1,0.8,0.812,5.6,2085.03,331.58,43.83
2025-05-26,15,0,22,5,0,232.7,238.4,791,16.5,18.0,0.0,2.2,0.7,0.949,4.0,1833.01,344.46,0.0
2025-05-27,15,1,22,5,0,211.2,209.2,616,14.4,14.1,0.0,0.0,0.3,0.912,4.9,1465.88,0.0,0.0
2025-05-28,15,2,22,5,0,232.7,236.9,1003,14.9,14.3,0.0,0.0,0.6,0.91,3.3,1460.04,0.0,0.0
2025-05-29,15,3,22,5,0,262.0,270.9,853,18.5,19.3,0.0,1.3,0.5,0.947,4.3,2093.53,222.83,0.0
2025-05-30,15,4,22,5,0,291.1,301.5,794,17.0,16.3,0.0,0.0,0.7,0.784,5.8,1703.11,0.0,0.0
2025-05-31,15,5,22,5,0,331.7,348.1,1048,20.9,20.3,0.0,0.0,0.6,0.865,5.3,2129.51,0.0,0.0
2025-06-01,15,6,22,6,0,338.3,331.0,1274,20.2,22.0,0.0,2.8,1.0,0.929,1.9,2221.15,445.36,0.0
2025-06-02,15,0,23,6,0,233.7,224.3,654,14.5,13.9,0.0,0.0,0.6,0.846,4.7,1494.64,0.0,0.0
2025-06-03,15,1,23,6,0,246.8,247.3,843,16.5,17.9,0.0,1.9,0.5,0.957,2.1,1810.26,298.24,0.0
2025-06-04,15,2,23,6,0,265.3,271.7,1015,18.5,17.8,0.0,0.0,0.7,0.926,3.9,1930.87,0.0,0.0
2025-06-05,15,3,23,6,0,260.5,258.1,1152,17.8,19.9,0.0,2.6,0.5,0.94,2.1,2128.83,419.08,0.0
2025-06-06,15,4,23,6,0,308.8,299.9,1299,16.1,17.1,0.0,1.6,0.6,0.818,5.1,1810.0,245.09,0.0
2025-06-07,15,5,23,6,0,399.8,386.6,1142,22.5,22.6,0.9,0.0,0.8,0.753,5.4,2304.24,0.0,132.21
2025-06-08,15,6,23,6,0,303.4,307.2,1018,19.2,18.5,0.0,0.0,0.7,0.84,5.3,2005.46,0.0,0.0
2025-06-09,15,0,24,6,0,216.4,215.4,861,14.2,13.7,0.0,0.0,0.5,0.883,4.4,1380.19,0.0,0.0
2025-06-10,15,1,24,6,0,237.6,242.3,920,16.9,16.1,0.0,0.0,0.8,0.929,3.4,1648.87,0.0,0.0
2025-06-11,15,2,24,6,0,230.1,222.0,923,15.9,17.3,0.0,2.0,0.6,0.97,1.8,1865.4,327.65,0.0
2025-06-12,15,3,24,6,0,243.0,253.8,892,16.3,15.6,0.0,0.0,0.7,0.86,4.6,1711.58,0.0,0.0
2025-06-13,15,4,24,6,0,322.9,334.9,1010,19.7,22.1,0.0,2.9,0.5,0.91,3.0,2355.57,458.53,0.0
2025-06-14,15,5,24,6,0,391.5,380.5,1751,23.3,22.7,0.0,0.0,0.6,0.828,5.9,2370.54,0.0,0.0
2025-06-15,15,6,24,6,0,324.4,323.1,1049,19.1,19.0,0.5,0.0,0.6,0.707,9.3,1910.69,0.0,73.71
2025-06-16,15,0,25,6,0,235.2,241.9,716,15.4,15.1,0.0,0.0,0.3,0.888,2.8,1620.62,0.0,0.0
2025-06-17,15,1,25,6,0,209.6,205.3,607,14.7,14.1,0.0,0.0,0.6,0.908,4.0,1422.89,0.0,0.0
2025-06-18,15,2,25,6,0,248.2,248.2,781,16.2,17.6,0.0,2.1,0.7,0.937,3.6,1930.51,338.18,0.0
2025-06-19,15,3,25,6,0,246.8,239.8,727,16.5,17.5,0.0,1.3,0.3,0.977,3.0,1868.6,213.56,0.0
2025-06-20,15,4,25,6,0,304.0,301.4,1132,16.8,17.8,0.0,1.4,0.4,0.842,5.9,1941.55,243.43,0.0
2025-06-21,15,5,25,6,0,361.2,369.5,1249,22.7,24.3,0.0,2.7,1.1,0.934,2.7,2445.03,384.71,0.0
2025-06-22,15,6,25,6,0,304.4,311.2,1129,17.5,17.7,0.9,0.0,0.7,0.764,4.8,1938.48,0.0,137.88
2025-06-23,15,0,26,6,0,238.3,232.7,912,16.0,16.5,0.0,1.3,0.8,0.948,3.5,1662.55,197.1,0.0
2025-06-24,15,1,26,6,0,212.5,211.0,655,13.6,14.2,0.0,1.0,0.4,0.956,1.5,1496.59,163.63,0.0
2025-06-25,15,2,26,6,0,225.3,224.7,955,14.5,15.1,0.0,1.1,0.5,0.945,2.0,1649.2,183.7,0.0
2025-06-26,15,3,26,6,0,258.3,251.3,887,17.4,16.8,0.0,0.0,0.6,0.944,3.0,1772.8,0.0,0.0
2025-06-27,15,4,26,6,0,322.1,332.5,1240,21.5,23.9,0.0,2.9,0.5,0.968,3.3,2421.19,420.87,0.0
2025-06-28,15,5,26,6,0,351.0,338.9,1151,21.4,21.8,0.0,1.3,0.9,0.955,1.4,2222.39,196.58,0.0
2025-06-29,15,6,26,6,0,329.6,334.4,858,20.2,19.6,0.0,0.0,0.6,0.829,5.3,2118.15,0.0,0.0
2025-06-30,15,0,27,6,0,219.3,210.1,962,14.8,14.2,0.0,0.0,0.6,0.921,3.4,1563.94,0.0,0.0
2024-01-01,16,0,1,1,0,117.7,117.0,354,9.0,8.5,0.0,0.0,0.5,0.837,5.6,893.23,0.0,0.0
2024-01-02,16,1,1,1,0,110.3,111.9,369,8.8,8.7,0.0,0.3,0.4,0.88,2.9,905.22,45.97,0.0
2024-01-03,16,2,1,1,0,123.6,123.8,469,9.6,9.7,0.0,0.6,0.5,0.882,2.3,1023.46,96.28,0.0
2024-01-04,16,3,1,1,0,132.6,134.3,430,10.4,9.9,0.0,0.0,0.5,0.885,3.1,1035.16,0.0,0.0
2024-01-05,16,4,1,1,0,133.9,134.9,383,10.9,10.3,0.0,0.0,0.6,0.847,2.6,1078.77,0.0,0.0
2024-01-06,16,5,1,1,0,161.9,159.2,669,11.8,12.0,0.3,0.4,0.5,0.818,6.0,1319.07,63.7,46.32
2024-01-07,16,6,1,1,0,154.8,153.7,683,10.5,10.7,0.6,0.0,0.4,0.74,6.8,1134.09,0.0,92.45
2024-01-08,16,0,2,1,0,113.0,118.0,371,9.4,9.0,0.0,0.0,0.4,0.87,2.4,954.15,0.0,0.0
2024-01-09,16,1,2,1,0,96.6,97.1,341,8.0,8.2,0.0,0.5,0.3,0.934,3.8,819.02,79.06,0.0
2024-01-10,16,2,2,1,0,125.6,126.6,559,9.9,9.4,0.0,0.0,0.5,0.905,2.1,1006.03,0.0,0.0
2024-01-11,16,3,2,1,0,112.6,118.0,396,9.3,8.7,0.0,0.0,0.6,0.869,4.0,950.53,0.0,0.0
2024-01-12,16,4,2,1,0,138.7,139.1,501,10.4,9.8,0.0,0.0,0.6,0.757,5.0,1008.68,0.0,0.0
2024-01-13,16,5,2,1,0,174.3,180.6,532,13.9,13.3,0.0,0.0,0.6,0.812,5.3,1433.43,0.0,0.0
2024-01-14,16,6,2,1,0,140.9,140.0,533,10.5,10.1,0.0,0.0,0.4,0.859,3.4,1085.66,0.0,0.0
2024-01-15,16,0,3,1,0,102.6,99.9,260,8.2,7.7,0.0,0.0,0.5,0.873,3.4,800.12,0.0,0.0
2024-01-16,16,1,3,1,0,114.1,109.3,292,9.2,8.8,0.0,0.0,0.4,0.902,3.7,957.96,0.0,0.0
2024-01-17,16,2,3,1,0,109.8,113.5,445,9.9,9.9,0.0,0.3,0.3,0.945,2.1,1050.84,44.94,0.0
2024-01-18,16,3,3,1,0,126.2,127.9,340,10.9,10.4,0.0,0.0,0.5,0.934,1.8,1144.19,0.0,0.0
2024-01-19,16,4,3,1,0,140.0,141.7,542,10.8,10.3,0.0,0.0,0.5,0.883,4.3,1092.0,0.0,0.0
2024-01-20,16,5,3,1,0,182.1,186.9,814,14.5,14.0,0.0,0.0,0.5,0.846,4.9,1415.46,0.0,0.0
2024-01-21,16,6,3,1,0,170.0,163.4,557,12.9,12.2,0.0,0.0,0.7,0.864,5.2,1296.36,0.0,0.0
2024-01-22,16,0,4,1,0,122.6,128.0,481,10.5,10.1,0.0,0.0,0.4,0.846,2.8,1069.06,0.0,0.0
2024-01-23,16,1,4,1,0,116.3,118.1,334,9.1,8.8,0.0,0.0,0.3,0.908,1.9,896.13,0.0,0.0
2024-01-24,16,2,4,1,0,131.8,130.6,513,10.8,10.3,0.0,0.0,0.5,0.84,4.0,1062.38,0.0,0.0
2024-01-25,16,3,4,1,0,110.0,112.8,369,9.4,9.6,0.0,0.6,0.4,0.954,2.4,977.06,96.21,0.0
2024-01-26,16,4,4,1,0,143.4,149.8,600,10.9,10.4,0.0,0.0,0.5,0.744,6.7,1053.02,0.0,0.0
2024-01-27,16,5,4,1,0,174.4,181.7,462,13.9,13.3,0.0,0.0,0.6,0.826,6.8,1336.97,0.0,0.0
2024-01-28,16,6,4,1,0,169.5,175.1,728,13.6,13.0,0.0,0.0,0.6,0.822,5.5,1313.54,0.0,0.0
2024-01-29,16,0,5,1,0,115.1,116.0,512,9.1,8.7,0.0,0.0,0.4,0.884,3.7,891.44,0.0,0.0
2024-01-30,16,1,5,1,0,109.7,111.2,480,8.8,8.4,0.0,0.0,0.4,0.908,2.5,924.47,0.0,0.0
2024-01-31,16,2,5,1,0,115.2,119.9,475,9.2,8.8,0.0,0.0,0.4,0.848,3.7,955.93,0.0,0.0
2024-02-01,16,3,5,2,0,127.0,131.8,545,10.8,10.4,0.0,0.0,0.4,0.854,4.1,1070.18,0.0,0.0
2024-02-02,16,4,5,2,0,150.0,149.8,652,10.9,11.1,0.0,0.8,0.6,0.833,4.8,1148.13,119.57,0.0
2024-02-03,16,5,5,2,0,163.8,162.5,615,12.3,11.6,0.0,0.0,0.7,0.806,5.7,1199.31,0.0,0.0
2024-02-04,16,6,5,2,0,168.2,161.0,451,11.9,11.7,0.3,0.0,0.5,0.692,6.0,1245.47,0.0,45.46
2024-02-05,16,0,6,2,0,114.0,119.3,392,10.5,9.9,0.0,0.0,0.6,0.921,3.9,1011.5,0.0,0.0
2024-02-06,16,1,6,2,0,127.1,122.6,365,10.0,9.4,0.0,0.0,0.6,0.883,4.0,965.31,0.0,0.0
2024-02-07,16,2,6,2,0,108.2,104.8,467,9.1,9.2,0.0,0.4,0.3,0.907,3.9,1008.93,65.84,0.0
2024-02-08,16,3,6,2,0,134.3,138.1,560,11.0,10.4,0.0,0.0,0.6,0.903,5.3,1081.57,0.0,0.0
2024-02-09,16,4,6,2,0,149.8,147.9,438,10.0,9.6,0.0,0.0,0.4,0.812,4.4,984.88,0.0,0.0
2024-02-10,16,5,6,2,0,154.8,159.1,450,13.2,12.6,0.0,0.0,0.6,0.846,4.3,1363.78,0.0,0.0
2024-02-11,16,6,6,2,0,172.3,176.3,652,13.5,13.0,0.0,0.0,0.5,0.861,5.2,1425.55,0.0,0.0
2024-02-12,16,0,7,2,0,106.1,102.5,418,8.7,8.2,0.0,0.0,0.5,0.92,2.4,851.18,0.0,0.0
2024-02-13,16,1,7,2,0,106.2,108.8,295,9.3,9.0,0.0,0.0,0.3,0.914,2.5,909.81,0.0,0.0
2024-02-14,16,2,7,2,0,125.6,120.3,375,10.2,9.6,0.0,0.0,0.6,0.928,3.5,965.34,0.0,0.0
2024-02-15,16,3,7,2,0,127.5,127.2,419,10.0,9.4,0.0,0.0,0.6,0.897,3.7,1021.74,0.0,0.0
2024-02-16,16,4,7,2,0,146.0,151.5,429,10.4,10.3,0.0,0.3,0.4,0.808,4.6,1125.63,47.73,0.0
2024-02-17,16,5,7,2,0,167.5,174.0,677,12.7,13.0,0.3,0.5,0.5,0.82,5.1,1349.55,77.34,45.22
2024-02-18,16,6,7,2,0,154.2,160.1,402,12.0,11.7,0.3,0.0,0.6,0.728,6.9,1257.21,0.0,47.51
2024-02-19,16,0,8,2,0,114.9,118.7,294,10.6,10.3,0.0,0.0,0.3,0.955,2.0,1034.65,0.0,0.0
2024-02-20,16,1,8,2,0,104.9,102.8,430,9.0,9.1,0.0,0.5,0.4,0.97,1.1,988.83,78.61,0.0
2024-02-21,16,2,8,2,0,128.4,127.1,506,10.7,10.3,0.0,0.0,0.4,0.937,2.2,1041.5,0.0,0.0
2024-02-22,16,3,8,2,0,128.9,132.1,560,10.2,9.6,0.0,0.0,0.6,0.836,6.3,1002.7,0.0,0.0
2024-02-23,16,4,8,2,0,122.3,123.3,316,9.3,8.9,0.0,0.0,0.4,0.889,4.8,932.84,0.0,0.0
2024-02-24,16,5,8,2,0,167.8,175.1,733,12.8,12.5,0.2,0.0,0.5,0.692,7.0,1370.34,0.0,30.18
2024-02-25,16,6,8,2,0,168.5,172.5,616,11.5,11.7,0.7,0.0,0.5,0.735,6.6,1184.55,0.0,95.77
2024-02-26,16,0,9,2,0,111.6,107.5,291,8.4,8.0,0.0,0.0,0.4,0.841,4.1,846.36,0.0,0.0
2024-02-27,16,1,9,2,0,113.6,113.4,390,9.1,8.7,0.0,0.0,0.4,0.831,4.5,953.59,0.0,0.0
2024-02-28,16,2,9,2,0,127.4,124.6,412,11.0,11.0,0.0,0.4,0.4,0.955,3.7,1165.67,62.98,0.0
2024-02-29,16,3,9,2,0,117.9,115.3,330,9.1,8.7,0.0,0.0,0.4,0.832,4.0,921.38,0.0,0.0
2024-03-01,16,4,9,3,0,159.2,156.3,697,11.3,10.7,0.0,0.0,0.6,0.777,6.7,1106.95,0.0,0.0
2024-03-02,16,5,9,3,0,182.6,177.1,557,12.7,12.5,0.5,0.0,0.7,0.728,5.4,1329.2,0.0,72.75
2024-03-03,16,6,9,3,0,190.2,195.9,739,14.0,14.0,0.5,0.0,0.5,0.768,6.1,1407.1,0.0,73.09
2024-03-04,16,0,10,3,0,124.5,130.6,459,11.6,10.9,0.0,0.0,0.7,0.954,3.3,1148.14,0.0,0.0
2024-03-05,16,1,10,3,0,119.4,117.1,483,10.5,10.1,0.0,0.0,0.4,0.935,4.4,1093.22,0.0,0.0
2024-03-06,16,2,10,3,0,143.4,144.5,387,12.3,11.6,0.0,0.0,0.7,0.951,2.6,1276.55,0.0,0.0
2024-03-07,16,3,10,3,0,127.0,125.9,504,11.1,10.5,0.0,0.0,0.6,0.951,3.3,1134.55,0.0,0.0
2024-03-08,16,4,10,3,0,150.4,150.3,583,10.3,10.4,0.0,0.5,0.4,0.797,7.5,1130.45,80.12,0.0
2024-03-09,16,5,10,3,0,201.6,198.2,663,15.1,14.3,0.0,0.0,0.8,0.804,5.7,1506.99,0.0,0.0
2024-03-10,16,6,10,3,0,188.2,184.4,693,13.7,14.4,0.5,0.8,0.6,0.797,5.4,1507.27,122.57,71.79
2024-03-11,16,0,11,3,0,124.4,122.8,552,10.4,10.7,0.0,0.7,0.4,0.957,3.6,1073.58,104.76,0.0
2024-03-12,16,1,11,3,0,134.8,129.2,568,10.5,9.9,0.0,0.0,0.6,0.866,4.8,1025.22,0.0,0.0
2024-03-13,16,2,11,3,0,135.9,134.8,480,12.1,11.5,0.0,0.0,0.6,0.933,3.5,1184.37,0.0,0.0
2024-03-14,16,3,11,3,0,147.6,141.5,481,11.4,10.9,0.0,0.0,0.5,0.883,3.9,1175.03,0.0,0.0
2024-03-15,16,4,11,3,0,145.8,143.2,555,11.4,10.9,0.0,0.0,0.5,0.91,2.1,1198.67,0.0,0.0
2024-03-16,16,5,11,3,0,181.6,190.4,465,13.0,13.0,0.3,0.4,0.7,0.738,6.7,1375.75,60.14,43.48
2024-03-17,16,6,11,3,0,188.0,188.0,810,14.5,14.0,0.0,0.0,0.5,0.859,3.9,1524.56,0.0,0.0
2024-03-18,16,0,12,3,0,124.7,122.1,518,9.9,9.4,0.0,0.0,0.5,0.885,3.2,1024.73,0.0,0.0
2024-03-19,16,1,12,3,0,122.9,123.6,450,10.3,9.9,0.0,0.0,0.4,0.942,1.1,1040.26,0.0,0.0
2024-03-20,16,2,12,3,0,124.7,123.9,389,11.1,10.5,0.0,0.0,0.6,0.904,3.2,1117.43,0.0,0.0
2024-03-21,16,3,12,3,0,129.6,135.4,359,10.8,10.3,0.0,0.0,0.5,0.901,2.9,1084.22,0.0,0.0
2024-03-22,16,4,12,3,0,151.2,150.7,421,11.3,10.9,0.0,0.0,0.4,0.755,6.2,1174.17,0.0,0.0
2024-03-23,16,5,12,3,0,202.5,209.8,516,14.6,14.5,0.6,0.0,0.7,0.741,7.7,1485.29,0.0,87.47
2024-03-24,16,6,12,3,0,172.9,168.6,577,12.2,11.8,0.3,0.0,0.7,0.729,8.5,1256.4,0.0,45.33
2024-03-25,16,0,13,3,1,171.1,167.8,679,14.5,13.8,0.0,0.0,0.7,0.907,5.2,1505.85,0.0,0.0
2024-03-26,16,1,13,3,1,137.2,131.7,368,11.4,11.0,0.0,0.0,0.4,0.945,2.7,1172.44,0.0,0.0
2024-03-27,16,2,13,3,1,168.4,169.0,544,15.0,14.2,0.0,0.0,0.8,0.929,2.8,1511.92,0.0,0.0
2024-03-28,16,3,13,3,1,182.3,181.1,496,15.3,14.8,0.0,0.0,0.5,0.937,3.2,1565.65,0.0,0.0
2024-03-29,16,4,13,3,1,215.3,213.3,847,15.5,15.2,0.3,0.0,0.6,0.737,7.8,1579.98,0.0,46.09
2024-03-30,16,5,13,3,1,267.5,257.2,715,18.4,19.7,0.8,1.3,0.8,0.768,7.6,2137.88,219.12,119.62
2024-03-31,16,6,13,3,1,201.2,199.7,732,15.0,14.5,0.0,0.0,0.5,0.767,7.9,1504.93,0.0,0.0
2024-04-01,16,0,14,4,1,167.6,159.3,530,13.2,12.4,0.0,0.0,0.8,0.854,3.4,1365.22,0.0,0.0
2024-04-02,16,1,14,4,1,144.0,144.0,484,12.7,12.1,0.0,0.0,0.6,0.919,4.2,1258.7,0.0,0.0
2024-04-03,16,2,14,4,1,184.6,191.6,692,16.1,15.6,0.0,0.0,0.5,0.908,3.9,1638.66,0.0,0.0
2024-04-04,16,3,14,4,1,179.8,181.4,483,14.3,14.6,0.0,0.9,0.6,0.901,2.8,1540.44,138.48,0.0
2024-04-05,16,4,14,4,1,204.2,207.9,667,15.2,16.2,0.5,1.2,0.7,0.836,4.9,1772.84,194.36,79.91
2024-04-06,16,5,14,4,1,263.0,262.2,730,19.9,18.7,0.0,0.0,1.2,0.762,5.6,1995.7,0.0,0.0
2024-04-07,16,6,14,4,1,222.1,213.0,830,16.7,16.1,0.0,0.0,0.6,0.753,7.6,1729.0,0.0,0.0
2024-04-08,16,0,15,4,1,170.6,163.7,677,14.0,13.4,0.0,0.0,0.6,0.95,1.5,1421.69,0.0,0.0
2024-04-09,16,1,15,4,0,131.4,126.6,476,9.8,9.3,0.0,0.0,0.5,0.894,4.1,1012.82,0.0,0.0
2024-04-10,16,2,15,4,0,119.8,122.8,389,9.6,9.2,0.0,0.0,0.4,0.841,4.4,968.16,0.0,0.0
2024-04-11,16,3,15,4,0,138.4,139.1,446,12.3,11.9,0.0,0.0,0.4,0.924,2.5,1240.74,0.0,0.0
2024-04-12,16,4,15,4,0,164.5,171.1,687,13.6,13.1,0.0,0.0,0.5,0.834,5.9,1428.44,0.0,0.0
2024-04-13,16,5,15,4,0,176.1,176.3,704,13.9,13.2,0.0,0.0,0.7,0.811,6.6,1355.36,0.0,0.0
2024-04-14,16,6,15,4,0,181.0,173.8,585,12.6,12.4,0.5,0.0,0.7,0.76,5.1,1274.77,0.0,75.67
2024-04-15,16,0,16,4,0,120.1,125.2,515,10.9,10.8,0.0,0.5,0.6,0.905,3.6,1182.23,82.96,0.0
2024-04-16,16,1,16,4,0,116.7,112.2,320,9.7,9.3,0.0,0.0,0.4,0.943,3.6,935.61,0.0,0.0
